locus_id,species,assembly,query_symbol,matched_symbol,gene_id,protein_id,has_protein,has_cds,protein_len,cds_len
W032,Paralichthys olivaceus,GCF_024713975.1,AXDND1,axdnd1,axdnd1,XP_019954095.2,True,True,1020,3063
W060,Paralichthys olivaceus,GCF_024713975.1,fras1,fras1,fras1,XP_069379437.1,True,True,4010,12033
W060,Paralichthys olivaceus,GCF_024713975.1,nkd1,nkd1,nkd1,XP_019935796.1,True,True,448,1347
W060,Paralichthys olivaceus,GCF_024713975.1,lamb4,lamb4,lamb4,XP_069384936.1,True,True,1799,5400
S026,Channa maculata,GCF_033026475.1,HS6ST1,hs6st1a,hs6st1a,XP_067335554.1,True,True,432,1299
W040,Channa maculata,GCF_033026475.1,HS6ST1,hs6st1a,hs6st1a,XP_067335554.1,True,True,432,1299
L002,Channa argus,GCF_033026475.1,COL2A1,col2a1b,col2a1b,XP_067359624.1,True,True,1491,4476
L002,Channa argus,GCF_033026475.1,PYGM,pygma,pygma,XP_067350825.1,True,True,842,2529
L002,Channa argus,GCF_033026475.1,DLAT,dlat,dlat,XP_067350719.1,True,True,641,1926
L002,Channa argus,GCF_033026475.1,MSX2,msx2b,msx2b,XP_067348510.1,True,True,275,828
L002,Channa argus,GCF_033026475.1,ZNRF3,znrf3,znrf3,XP_067377253.1,True,True,891,2676
S018,Epinephelus tukula,GCF_041903045.1,CCDC102A,ccdc102a,ccdc102a,XP_033469975.1,True,True,615,1848
S018,Epinephelus tukula,GCF_041903045.1,NTRK2,ntrk2a,ntrk2a,XP_033474725.1,True,True,817,2454
S018,Epinephelus tukula,GCF_041903045.1,CTSL,ctsla,ctsla,XP_033475679.1,True,True,336,1011
S018,Epinephelus tukula,GCF_041903045.1,OTOF,otofa,otofa,XP_078029967.1,True,True,2053,6162
S018,Epinephelus tukula,GCF_041903045.1,nes,nes,nes,XP_033497042.2,True,True,1299,3900
W011,Epinephelus lanceolatus,GCF_041903045.1,ABHD17C,abhd17c,abhd17c,XP_033476518.1,True,True,294,885
W049,Epinephelus tukula,GCF_041903045.1,CCDC102A,ccdc102a,ccdc102a,XP_033469975.1,True,True,615,1848
W049,Epinephelus tukula,GCF_041903045.1,NTRK2,ntrk2a,ntrk2a,XP_033474725.1,True,True,817,2454
W049,Epinephelus tukula,GCF_041903045.1,CTSL,ctsla,ctsla,XP_033475679.1,True,True,336,1011
W049,Epinephelus tukula,GCF_041903045.1,OTOF,otofa,otofa,XP_078029967.1,True,True,2053,6162
W049,Epinephelus tukula,GCF_041903045.1,nes,nes,nes,XP_033497042.2,True,True,1299,3900
L007,Epinephelus lanceolatus,GCF_041903045.1,iqgap1,iqgap1,iqgap1,XP_033478040.2,True,True,1653,4962
L007,Epinephelus lanceolatus,GCF_041903045.1,mex3b,mex3b,mex3b,XP_033484070.1,True,True,544,1635
L007,Epinephelus lanceolatus,GCF_041903045.1,ndufs3,ndufs3,ndufs3,XP_033498496.1,True,True,261,786
W051,Mastacembelus armatus,GCF_900324485.3,ppt1,ppt1,ppt1,XP_026155565.1,True,True,303,912
W051,Mastacembelus armatus,GCF_900324485.3,cap1,cap1,cap1,XP_026155562.1,True,True,473,1422
W051,Mastacembelus armatus,GCF_900324485.3,fgfr2,fgfr2,fgfr2,XP_026164398.1,True,True,836,2511
W046,Sparus aurata,GCF_900880675.2,ncan,ncanb,ncanb,XP_030288947.1,True,True,1344,4035
W046,Sparus aurata,GCF_900880675.2,znf292,znf292a,znf292a,XP_030247424.1,True,True,2383,7152
W046,Sparus aurata,GCF_900880675.2,traf2a,traf2a,traf2a,XP_030273274.1,True,True,568,1707
W046,Sparus aurata,GCF_900880675.2,tnc,tncb,tncb,XP_030272690.1,True,True,1694,5085
W046,Sparus aurata,GCF_900880675.2,zfr,zfr,zfr,XP_030273616.1,True,True,1076,3231
W046,Sparus aurata,GCF_900880675.2,uqcc1,uqcc1,uqcc1,XP_030277044.1,True,True,228,687
W046,Sparus aurata,GCF_900880675.2,gdf5,gdf5,gdf5,XP_030274909.1,True,True,603,1812
W046,Sparus aurata,GCF_900880675.2,hmgcra,hmgcra,hmgcra,XP_030273167.1,True,True,887,2664
W046,Sparus aurata,GCF_900880675.2,gnai2b,LOC115583474,LOC115583474,XP_030276216.1,True,True,355,1068
L015,Dentex dentex,GCF_900880675.2,ANGPTL6,angptl6,angptl6,XP_030264403.1,True,True,495,1485
L027,Dicentrarchus labrax,GCF_905237075.1,Jak,jak1,jak1,XP_051232122.1,True,True,1169,3510
L027,Dicentrarchus labrax,GCF_905237075.1,STAT,stat2,stat2,XP_051271758.1,True,True,798,2397
L027,Dicentrarchus labrax,GCF_905237075.1,MAPK,mapk1,mapk1,XP_051277865.1,True,True,369,1110
L027,Dicentrarchus labrax,GCF_905237075.1,IGFI,igf1,igf1,XP_051249162.1,True,True,186,561
L027,Dicentrarchus labrax,GCF_905237075.1,gh1,gh1,gh1,XP_051249630.1,True,True,204,615
S001,Salmo salar,GCF_965601325.1,E2F,e2f1,e2f1,XP_013990947.1,True,True,433,1302
W001,Salmo salar,GCF_965601325.1,MDH,LOC100194641,LOC100194641,NP_001133198.1,True,True,338,1017
W001,Salmo salar,GCF_965601325.1,FRA10AC1,fra10ac1,fra10ac1,XP_014034731.2,True,True,335,1008
W001,Salmo salar,GCF_965601325.1,E2F,e2f1,e2f1,XP_013990947.1,True,True,433,1302
W002,Salmo salar,GCF_965601325.1,POMT1,pomt1,pomt1,XP_014016291.1,True,True,777,2334
W002,Salmo salar,GCF_965601325.1,AGRN,LOC106572186,LOC106572186,XP_014001596.1,True,True,2067,6204
W002,Salmo salar,GCF_965601325.1,NOTCH3,LOC106607201,LOC106607201,XP_045576431.2,True,True,2475,7428
W002,Salmo salar,GCF_965601325.1,MYH9,LOC100380669,LOC100380669,XP_014059052.2,True,True,1961,5886
W002,Salmo salar,GCF_965601325.1,MYO18AB,LOC106581247,LOC106581247,XP_045559829.2,True,True,2809,8430
W006,Salmo salar,GCF_965601325.1,VTN,vtnb,vtnb,XP_014051256.3,True,True,469,1410
W006,Salmo salar,GCF_965601325.1,MRAP2,LOC106605485,LOC106605485,XP_045574580.2,True,True,241,726
C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,stat5b,stat5b,XP_027032657.2,True,True,785,2358
C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,igf1,igf1,XP_027016176.2,True,True,178,537
C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,myf5,myf5,XP_027011050.1,True,True,217,654
C004,Tachysurus fulvidraco,GCF_022655615.1,myf6,myf6,myf6,XP_047659699.1,True,True,223,672
C005,Clarias macrocephalus,GCF_024256425.1,egln2,egln2,egln2,XP_053363804.1,True,True,468,1407
C005,Clarias macrocephalus,GCF_024256425.1,zfyve21,zfyve21,zfyve21,XP_053358405.1,True,True,246,741
C005,Clarias macrocephalus,GCF_024256425.1,jph3a,jph3a,jph3a,XP_053368551.1,True,True,890,2673
C007,Ictalurus punctatus,GCF_001660625.3,gas1,gas1a,gas1a,XP_017308020.1,True,True,267,804
C014,Tachysurus fulvidraco,GCF_022655615.1,GH,gh1,gh1,XP_027033657.1,True,True,200,603
C015,Tachysurus fulvidraco,GCF_022655615.1,GH,gh1,gh1,XP_027033657.1,True,True,200,603
C016,Tachysurus fulvidraco,GCF_022655615.1,GH,gh1,gh1,XP_027033657.1,True,True,200,603
C017,Clarias fuscus,GCF_024256425.1,mstnb,mstnb,mstnb,XP_053352980.1,True,True,406,1221
C017,Clarias fuscus,GCF_024256425.1,egfr,egfra,egfra,XP_053342305.1,True,True,1200,3603
C017,Clarias fuscus,GCF_024256425.1,serca1,atp2a1,atp2a1,XP_053370581.1,True,True,1005,3018
C019,Hemibagrus wyckioides,GCF_019097595.1,gng3,gng3,gng3,XP_058271897.1,True,True,75,228
C019,Hemibagrus wyckioides,GCF_019097595.1,aspp2,tp53bp2a,tp53bp2a,XP_058240312.1,True,True,1106,3321
C019,Hemibagrus wyckioides,GCF_019097595.1,mgp,mgp,mgp,XP_058260275.1,True,True,110,333
C019,Hemibagrus wyckioides,GCF_019097595.1,rusc2,rusc2,rusc2,XP_058230930.1,True,True,1534,4605
C028,Ictalurus punctatus,GCF_001660625.3,bmpr1bb,bmpr1bb,bmpr1bb,XP_017344780.1,True,True,601,1806
C028,Ictalurus punctatus,GCF_001660625.3,fgfrl1b,fgfrl1b,fgfrl1b,XP_017330588.1,True,True,488,1467
C028,Ictalurus punctatus,GCF_001660625.3,nipbl,nipblb,nipblb,XP_053543014.1,True,True,2651,7956
C028,Ictalurus punctatus,GCF_001660625.3,foxp2,foxp2,foxp2,XP_047018362.1,True,True,753,2262
C028,Ictalurus punctatus,GCF_001660625.3,pax5,pax5,pax5,XP_017316900.1,True,True,417,1254
C008,Pangasianodon hypophthalmus,GCF_027358585.1,GHRb,ghrb,ghrb,XP_026797032.2,True,True,569,1710
C009,Pangasianodon hypophthalmus,GCF_027358585.1,IGF1,igf1,igf1,XP_034169273.1,True,True,178,537
C010,Pangasianodon hypophthalmus,GCF_027358585.1,IGF1R,igf1rb,igf1rb,XP_026786390.1,True,True,1361,4086
C011,Pangasianodon hypophthalmus,GCF_027358585.1,IGFBP7,igfbp7,igfbp7,XP_034165708.2,True,True,264,795
C012,Pangasianodon hypophthalmus,GCF_027358585.1,IGFBP7,igfbp7,igfbp7,XP_034165708.2,True,True,264,795
C013,Pangasianodon hypophthalmus,GCF_027358585.1,IGFBP5,igfbp5b,igfbp5b,XP_026768278.1,True,True,269,810
C023,Pangasianodon hypophthalmus,GCF_027358585.1,IGFBP3,igfbp3,igfbp3,XP_026800381.2,True,True,302,909
